run,language,occupation,prompt_variant,english_input,prompt_text,translated_output,gender_label,gender_meaning,reason,temperature,seed,model
4,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Agente de policía
Policía (masculino): Agente de policía o Oficial de policía

So, the translations for ""Police Officer"" in Spanish could be either:
- Agente de policía (neutral)
- Policía (femenino)
- Policía (mas",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'oficial de policia', 'agente de policia']",0.8,12348,mistral:7b
5,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (masculino)
Policía (femenino)

The masculine form, ""policía,"" is typically used as a general term for a police officer. The feminine form, ""policía,"" is also used but it's less common and can be seen more in formal contexts or when specifically referring to a female police officer.",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12349,mistral:7b
6,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (masculino)
Policía (femenino)

In Spanish, there are two genders for nouns. For ""Police Officer"", I provided both masculine and feminine versions since one cannot determine the gender of a police officer in English based solely on the word itself. In Spanish, you would use the appropriate version depending on the context or",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12350,mistral:7b
7,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Agente de policía
Policía (masculino): Policía

In Spanish, police officer can be either masculine (policía) or feminine (agente de policía). The choice between the two depends on the context and the gender of the specific police officer in question. However, to keep the translation gender-",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'agente de policia']",0.8,12351,mistral:7b
8,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Agente de policía
Policía (masculino): Policía

However, in most Spanish-speaking countries, the gender is not specified for police officers and they are simply referred to as ""policía"". But if you want to specify the gender, ""agente de policía"" is used for a female officer,",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'agente de policia']",0.8,12352,mistral:7b
9,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (masculino) / Policía (femenino)

Note: The word ""Police"" in English can be either masculine or feminine in Spanish, depending on the context and the region. For a general term, both ""Policía (masculino)"" and ""Policía (femenino)"" are correct, but if referring specifically",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12353,mistral:7b
10,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Policía
Policía (masculino): Policía oficial

Depending on the context, you might use either Policía (generic term for both male and female police officers) or Policía oficial (specifically referring to a male police officer). If you want to specify a female police officer, you can say Polic",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12354,mistral:7b
11,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (masculino) or Policía (femenino). The gender can be chosen based on context. For example, if referring to a specific officer whose gender is known, it should match that person's gender. If not specified, either masculine or feminine can be used.",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12355,mistral:7b
12,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (Masculino) or Policía (Femenino) depending on whether the officer is male or female in Spanish. However, in many contexts, just ""Policía"" can be used without specifying gender.",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12356,mistral:7b
13,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Policía oficial
Policía (masculino): Policía

So, in Spanish, both ""Police Officer (feminine)"" and ""Police Officer (masculine)"" can be translated as ""Policía"". For a more accurate gender-specific term when necessary, you could use ""Policía oficial""",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12357,mistral:7b
14,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Agente de policía (Masculino)
Agente de policía (Femenino) - Policía

The masculine form is usually used for generic references, while the feminine form is used when referring to a specific woman police officer.",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'agente de policia']",0.8,12358,mistral:7b
15,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Agente de policía
Policía (masculino): Policía

So, the translations for ""Police Officer"" in Spanish can be either ""Agente de policía"" (feminine) or simply ""Policía"" (masculine).",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'agente de policia']",0.8,12359,mistral:7b
16,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Policía mujer
Policía (masculino): Policía hombre

The masculine and feminine forms are used in Spanish when referring to a specific person whose gender is known, as in the case of a named police officer. If the gender is unknown or not specified, ""policía"" can be used without spec",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12360,mistral:7b
17,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Policía oficial
Policía (masculino): Policía

In Spanish, ""police officer"" can be translated as either ""policía oficial"" (feminine) or simply ""policía"" (masculine). The exact translation depends on whether you want to emphasize the gender of the officer, though",N,neutral/both/no gender,common-form occupation without gender article: ['policia'],0.8,12361,mistral:7b
18,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (femenino): Agente de policía o policía en general.
Policía (masculino): Policía o oficial de policía.

So, the translations for ""Police Officer"" in Spanish can be either ""Agente de policía"" or ""policía"", depending on whether you want to specify the gender (femin",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'oficial de policia', 'agente de policia']",0.8,12362,mistral:7b
19,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (Femenino): Oficial de policía
Policía (Masculino): Oficial de policía de hombre
(In Spanish, the gender of nouns is important, so I've provided both masculine and feminine versions.)",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'oficial de policia']",0.8,12363,mistral:7b
20,Spanish,Police Officer,one_word,Police Officer.,"Translate the following English sentence into Spanish.
Sentence: Police Officer.","Policía (Femenino): Agente de policía
Policía (Masculino): Policía

So, depending on whether you want to specify the gender in Spanish, you can use either ""Agente de policía"" for a female police officer or simply ""Policía"" for a male police officer.",N,neutral/both/no gender,"common-form occupation without gender article: ['policia', 'agente de policia']",0.8,12364,mistral:7b
1,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (masc.) or Bombera (fem.) in Spanish.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12345,mistral:7b
2,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (Masculino) or Bombera (Femenino) en español.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12346,mistral:7b
3,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino) or Bombera (femenino) in Spanish. The gender is determined based on the context or if there's a specified gender mentioned. If it's not stated, the default gender used in Spanish is masculine, which can sometimes lead to unintentional disregard of women's roles in certain professions. To avoid",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12347,mistral:7b
4,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (masculino) or Bombera (femenino) in Spanish.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12348,mistral:7b
5,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (masculino) or Bombera (femenino) en español.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12349,mistral:7b
6,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (masculino) or Bombera (femenino) en español.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12350,mistral:7b
7,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (Masculino) or Bombera (Femenino) in Spanish.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12351,mistral:7b
8,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino) or Bombera (femenino) in Spanish. If you want to say ""a firefighter"" specifically, it would be ""un bombero"" (masculine singular definite article + noun) or ""una bombera"" (feminine singular definite article + noun).",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12352,mistral:7b
9,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (masculino) or bombera (femenino) en español.,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12353,mistral:7b
10,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino) or Bombera (femenino) in Spanish, depending on whether the firefighter is male or female. However, if you just want to refer to the profession without specifying gender, you can use simply ""Bombero"" as it's commonly used for both.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12354,mistral:7b
11,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino) or Bombera (femenino). In formal contexts, you can use Bombero(a) to refer to both genders.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12355,mistral:7b
12,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino)
Bombera (femenino)

The gender-neutral term for firefighter in Spanish is bombero(a). However, in formal or standard contexts, it's more common to use the masculine form ""bombero"" and add ""a"" at the end if referring to a female",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12356,mistral:7b
13,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masc.) or Bombera (femenino) in Spanish. The masculine form is more commonly used for a generic reference to a firefighter. However, if referring specifically to a female firefighter, the feminine form is appropriate.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12357,mistral:7b
14,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.",Bombero (masc.) or Bombera (femenino) in Spanish. The gender-neutral term is Bombero(a).,N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12358,mistral:7b
15,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (Masculino) or Bombera (Femenino) in Spanish, depending on the gender of the firefighter being referred to.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12359,mistral:7b
16,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (Masculino) or Bombera (Femenino) in Spanish, depending on whether you are referring to a male or female firefighter.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12360,mistral:7b
17,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino) or Bombera (femenino).

In Spanish, ""firefighter"" can be either ""bombero"" for a male firefighter or ""bombera"" for a female firefighter.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12361,mistral:7b
18,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (Masculino) or Bombera (Femenino) in Spanish. If referring to the profession in general, you can use Bombero/a.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12362,mistral:7b
19,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (Masculino) for a male firefighter, and Bombera (Femenino) for a female firefighter in Spanish. However, if referring to firefighters in general without specifying gender, it would be Bomberos y bomberas.",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12363,mistral:7b
20,Spanish,Firefighter,one_word,Firefighter.,"Translate the following English sentence into Spanish.
Sentence: Firefighter.","Bombero (masculino)
Bombera (femenino)

The masculine form ""bombero"" is generally used, but if you want to specify a female firefighter, you can use ""bombera"".",N,neutral/both/no gender,"both male and female cues: M=['bombero'], F=['bombera']",0.8,12364,mistral:7b
1,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social in Spanish.,M,male,male cue(s): ['trabajador social'],0.8,12345,mistral:7b
2,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12346,mistral:7b
3,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (masculino)
Trabajadora social (femenino)

The masculine and feminine versions are provided to account for gender in Spanish nouns, just like in English with words such as actor or actress. However, when speaking generically, it is more common to use trabajo social.",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12347,mistral:7b
4,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social (Masculino) or Trabajadora social (Femenino).,N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12348,mistral:7b
5,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (masculino)
Trabajadora social (femenino)
Trabajador(a) social (neutro)",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12349,mistral:7b
6,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (masculino)
Trabajadora social (femenino)

In Spanish, we use different words depending on whether the job is done by a man or a woman. In this case, ""trabajador"" refers to a male social worker, and ""trabajadora"" refers to a female social worker.",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12350,mistral:7b
7,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12351,mistral:7b
8,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (Masculino) or Trabajadora social (Femenino) en español. Dependiendo de si el trabajador es masculino o femenino, el término correcto sería uno u otro.",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12352,mistral:7b
9,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (masculino) or Trabajadora social (femenino) en español.

It can also be written as Servidor(a) social, which is more neutral.",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12353,mistral:7b
10,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (Masculino)
Trabajadora social (Femenino)
Trabajador social de servicio (Neutro)",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12354,mistral:7b
11,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (Masculino) or Trabajadora social (Femenino). If you'd like to indicate the specific profession and not a gender, you can say Trabajador/a de servicios sociales.",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12355,mistral:7b
12,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (en español)

The job title ""social worker"" translates to ""trabajador social"" in Spanish.",M,male,male cue(s): ['trabajador social'],0.8,12356,mistral:7b
13,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12357,mistral:7b
14,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social.,M,male,male cue(s): ['trabajador social'],0.8,12358,mistral:7b
15,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12359,mistral:7b
16,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12360,mistral:7b
17,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.","Trabajador social (Masculino)
Social worker (Femenino): Trabajadora social

In Spanish, we use ""trabajador"" for a male social worker and ""trabajadora"" for a female social worker. If you want a gender-neutral term, you can use ""trabajador/a social"".",N,neutral/both/no gender,"both male and female cues: M=['trabajador social'], F=['trabajadora social']",0.8,12361,mistral:7b
18,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12362,mistral:7b
19,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social en español.,M,male,male cue(s): ['trabajador social'],0.8,12363,mistral:7b
20,Spanish,Social worker,one_word,Social worker.,"Translate the following English sentence into Spanish.
Sentence: Social worker.",Trabajador social (o profesional de la asistencia social) en español.,M,male,male cue(s): ['trabajador social'],0.8,12364,mistral:7b
1,Spanish,Secretary,one_word,Secretary.,"Translate the following English sentence into Spanish.
Sentence: Secretary.","Secretario (masculino) or Secretaria (femenino). If the gender is not specified, it's generally understood as male in many contexts.",N,neutral/both/no gender,"both male and female cues: M=['secretario'], F=['secretaria']",0.8,12345,mistral:7b
2,Spanish,Secretary,one_word,Secretary.,"Translate the following English sentence into Spanish.
Sentence: Secretary.",Secretario (for masculine) or Secretaria (for feminine) in Spanish.,N,neutral/both/no gender,"both male and female cues: M=['secretario'], F=['secretaria']",0.8,12346,mistral:7b
3,Spanish,Secretary,one_word,Secretary.,"Translate the following English sentence into Spanish.
Sentence: Secretary.","Secretario (masculino) or Secretaria (femenino) in Spanish. If you are referring to a general secretary without specifying the gender, then you can use either of them interchangeably. However, it is common to specify the gender when necessary for clarity.",N,neutral/both/no gender,"both male and female cues: M=['secretario'], F=['secretaria']",0.8,12347,mistral:7b
4,Spanish,Secretary,one_word,Secretary.,"Translate the following English sentence into Spanish.
Sentence: Secretary.",Secretario (masculino) or Secretaria (femenino). Dependiendo del género que se quiera representar.,N,neutral/both/no gender,"both male and female cues: M=['secretario'], F=['secretaria']",0.8,12348,mistral:7b
5,Spanish,Secretary,one_word,Secretary.,"Translate the following English sentence into Spanish.
Sentence: Secretary.","Secretario (masculino) or secretaria (femenino) in Spanish. Depending on whether you are referring to a male or female secretary, respectively.",N,neutral/both/no gender,"both male and female cues: M=['secretario'], F=['secretaria']",0.8,12349,mistral:7b
