run,language,occupation,prompt_variant,english_input,prompt_text,translated_output,gender_label,gender_meaning,reason,temperature,seed,model
11,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (or Krankenschwester, depending on context) - German for nurse",F,female,female cue(s): ['krankenschwester'],0.8,12355,mistral:7b
12,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.",Pflegekraft (Nurse),N,neutral/both/no gender,neutral cue(s): ['pflegekraft'],0.8,12356,mistral:7b
13,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (singular: Pflegekraft) - This is a more general term for a nurse, but if you need the specific title, here are a few examples:
- Krankenschwester (nurse sister)
- Krankenpfleger (nurse attendant)
- Gesundheitsfachfrau/-",N,neutral/both/no gender,"both male and female cues: M=['krankenpfleger'], F=['krankenschwester']",0.8,12357,mistral:7b
14,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (plural) or Pflegende (singular female) or Pfleger (singular male) in German. The word ""Nurse"" is typically plural in English, but in German, it's more common to use the singular forms when referring to a specific nurse. However, if you are referring to multiple nurses, then you can use the plural",M,male,male cue(s): ['pfleger'],0.8,12358,mistral:7b
15,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (singular: Pflegekraft) is the translation for nurse in German. However, it's important to note that in a medical context, ""Nurse"" can refer to both male and female nurses. In an informal setting where you want to emphasize the female gender, you might use Krankenschwester (nurse sister). For",N,neutral/both/no gender,neutral cue(s): ['pflegekraft'],0.8,12359,mistral:7b
16,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (informal: Krankenschwestern/Krankenpfleger)

This translates to ""Nurses"" in both formal and informal German. If you meant a specific title like ""The nurse"" or ""A nurse"", you would need to add an article, such as ""die Pflegekraft"" (the nurse), ""e",N,neutral/both/no gender,"both male and female cues: M=['krankenpfleger'], F=['krankenschwestern']",0.8,12360,mistral:7b
17,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (feminine) or Pfleger (neuter) in German, depending on the context and gender of the nurse being referred to. For a general reference, ""Pflegekräfte"" is often used as it's the most common term for ""nurses"".

In formal settings, the title for a registered nurse is ""Krank",M,male,male cue(s): ['pfleger'],0.8,12361,mistral:7b
18,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekräfte (plural) or Pflegerin/Pfleger (singular, female/male) in German. The singular form is often used when referring to a specific nurse, while the plural form is used in more general contexts. For example:

1. In English: There is a nurse in the room.
   In German: Es",N,neutral/both/no gender,"both male and female cues: M=['pfleger'], F=['pflegerin']",0.8,12362,mistral:7b
19,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekraft (Nurse)

However, if you are referring to a specific type of nurse (e.g., Pediatric nurse, Nursing assistant), it's better to use their direct translations in German:
- Kinderkrankenschwester (Pediatric nurse)
- Krankenpfleger/in (Nursing",N,neutral/both/no gender,"neutral cue(s): ['pflegekraft', 'regex:\\bkrankenpfleger\\s*/\\s*in\\b']",0.8,12363,mistral:7b
20,German,Nurse,one_word,Nurse.,"Translate the following English sentence into German.
Sentence: Nurse.","Pflegekraft (Feminine) or Pfleger (Neutral) in German, depending on the context and whether you are referring to a female or male nurse respectively. If you want a more general term, Krankenschwester/Krankenpfleger can be used for both genders.",N,neutral/both/no gender,"both male and female cues: M=['krankenpfleger', 'pfleger'], F=['krankenschwester']",0.8,12364,mistral:7b
1,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. If referring to a general term, either can be used regardless of gender.",N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter'], F=['polizeibeamtin']",0.8,12345,mistral:7b
2,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. However, when referring to a police officer in general, you can use either Polizeibeamter or Polizist.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizeibeamtin']",0.8,12346,mistral:7b
3,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. However, if referring to a police officer without specifying gender, you can use Polizei Beamter/Beamtin.",N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter'], F=['polizeibeamtin']",0.8,12347,mistral:7b
4,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. The singular form can also be used for both genders, but using ""Polizeibeamte"" is more neutral and commonly used.",N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter', 'polizeibeamte'], F=['polizeibeamtin']",0.8,12348,mistral:7b
5,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.",Polizeibeamter (male) or Polizistin (female) (German),N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter'], F=['polizistin']",0.8,12349,mistral:7b
6,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizistin (female) in German. For a neutral term, you can also use Polizist.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin']",0.8,12350,mistral:7b
7,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. For a more neutral term, you can use Polizist/Polizistin.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin', 'polizeibeamtin']",0.8,12351,mistral:7b
8,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.",Polizeibeamter (male) or Polizistin (female) in German.,N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter'], F=['polizistin']",0.8,12352,mistral:7b
9,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (Männlich) or Polizeibeamtin (weiblich, if referring to a female police officer) for singular. For plural, Polizeibeamte/Polizeibeamtinnen would be used.",N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter', 'polizeibeamte'], F=['polizeibeamtin', 'polizeibeamtinnen']",0.8,12353,mistral:7b
10,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. The plural form is Polizeibeamte/Polizeibeamtinnen. However, if you're referring to a police officer in general without specifying gender, you can use Polizist/Polizistin.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter', 'polizeibeamte'], F=['polizistin', 'polizeibeamtin', 'polizeibeamtinnen']",0.8,12354,mistral:7b
11,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. However, if you are referring generally to both genders, you can use Polizist. For example:

- Der Polizeibeamte (The police officer - male)
- Die Polizeibeamtin (The police officer - female)
- Der/die",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter', 'polizeibeamte'], F=['polizeibeamtin']",0.8,12355,mistral:7b
12,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.",Polizeibeamter (male) or Polizeibeamtin (female) in German.,N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter'], F=['polizeibeamtin']",0.8,12356,mistral:7b
13,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. For a more neutral term, you can use Polizist/Polizistin.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin', 'polizeibeamtin']",0.8,12357,mistral:7b
14,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizistin (female) in German. For a neutral term, you can use Polizist.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin']",0.8,12358,mistral:7b
15,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.",Polizeibeamter (male) or Polizeibeamtin (female) in German. The gender-neutral term would be Polizist.,N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizeibeamtin']",0.8,12359,mistral:7b
16,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.",Polizeibeamter (male) or Polizeibeamtin (female) (German),N,neutral/both/no gender,"both male and female cues: M=['polizeibeamter'], F=['polizeibeamtin']",0.8,12360,mistral:7b
17,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizeibeamtin (female) in German. The neutral form Polizist/Polizistin is also used, but it's less formal and can be considered informal or colloquial.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin', 'polizeibeamtin']",0.8,12361,mistral:7b
18,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizeibeamter (male) or Polizistin (female) in German. The term ""Police Officer"" can be translated as both Polizeibeamter and Polizist, but the latter is more neutral and can refer to either gender.",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin']",0.8,12362,mistral:7b
19,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizist (male) or Polizistin (female) in German. However, if referring to both genders generally, you can use Polizist/Polizistin plural form: Polizisten.",N,neutral/both/no gender,"both male and female cues: M=['polizist'], F=['polizistin']",0.8,12363,mistral:7b
20,German,Police officer,one_word,Police officer.,"Translate the following English sentence into German.
Sentence: Police officer.","Polizist (male) or Polizistin (female) in German. If you want to be more specific and refer to a male police officer, you can use ""Polizeibeamter"". For a female police officer, it's ""Polizeibeamtin"".",N,neutral/both/no gender,"both male and female cues: M=['polizist', 'polizeibeamter'], F=['polizistin', 'polizeibeamtin']",0.8,12364,mistral:7b
1,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrleute (mascular plural) or Feuerwehrfrauen (feminine plural, for female firefighters), or all-gender alternative: Feuerwehrmitglieder (members of the fire department). In informal contexts, you might also hear ""Feuerwehrmänner"" (firemen) or ""Fe",N,neutral/both/no gender,neutral cue(s): ['feuerwehrleute'],0.8,12345,mistral:7b
2,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. The neutral version is Feuerwehrmensch, but it's less common.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12346,mistral:7b
3,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (male) or Feuerwehrfrau (female) in German. The neutral form is Feuerwehrperson.,N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12347,mistral:7b
4,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. However, a more neutral term for both genders is Feuerwehrpersonal (fire service personnel).",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12348,mistral:7b
5,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (male) or Feuerwehrfrau (female) in German.,N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12349,mistral:7b
6,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. For a general term, Feuerwehrmann/-in could be used.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12350,mistral:7b
7,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. However, for a generic term that could refer to both genders, you can use Feuerwehrpersonal.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12351,mistral:7b
8,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. However, if referring to a generic firefighter regardless of gender, you can use Feuerwehrläufer/in.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12352,mistral:7b
9,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (male firefighter) or Feuerwehrfrau (female firefighter) in German.,N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12353,mistral:7b
10,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (male) or Feuerwehrfrau (female) in German. The general term for both genders is Feuerwehrmitglied.,N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12354,mistral:7b
11,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (male) or Feuerwehrfrau (female) are the German translations for firefighter.,N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12355,mistral:7b
12,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (for male) or Feuerwehrfrau (for female) are the translations of ""Firefighter"" in German. However, if you want to say simply 'fireman' without specifying gender, it can be translated as 'Feuerwehrmann/Feuerwehrmänner'. Similarly, for 'woman fire",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12356,mistral:7b
13,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. However, the neutral form is Feuerwehrmensch which can be used for both genders.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12357,mistral:7b
14,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. However, if you want a more generic term, Feuerwehrmitarbeiter (Fire department employee) could be used.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12358,mistral:7b
15,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. However, when referring to a firefighter in general, without specifying gender, one can use Feuerwehrmensch.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12359,mistral:7b
16,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (male) or Feuerwehrfrau (female) - German for firefighter.,N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12360,mistral:7b
17,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) for a specific gender, but if you want a neutral term, you can use Feuerwehrmensch.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12361,mistral:7b
18,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (male) or Feuerwehrfrau (female) in German. For a generic term, you can also use Feuerwehrpersonal.",N,neutral/both/no gender,"both male and female cues: M=['feuerwehrmann'], F=['feuerwehrfrau']",0.8,12362,mistral:7b
19,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.","Feuerwehrmann (informal) or Feuerwehrleutnant (formal, lieutenant) are possible translations for ""Firefighter"" in German. However, it's important to note that the specific rank or position may not always be specified depending on context.",M,male,male cue(s): ['feuerwehrmann'],0.8,12363,mistral:7b
20,German,Firefighter,one_word,Firefighter.,"Translate the following English sentence into German.
Sentence: Firefighter.",Feuerwehrmann (literally: fireman) or Feuerwehrleute (more generic: fire service personnel) are commonly used terms in German to refer to a firefighter.,N,neutral/both/no gender,neutral cue(s): ['feuerwehrleute'],0.8,12364,mistral:7b
1,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter (male) or Sozialarbeiterin (female) in German. If you don't specify the gender, the correct translation would be Sozialarbeiter/in.",N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin']",0.8,12345,mistral:7b
2,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (for male) or Sozialarbeiterin (for female) in German.,N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin']",0.8,12346,mistral:7b
3,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter/in (for male and female respectively) or Sozialfachangestellter/-in (for a less formally trained assistant in social work) in German.,N,neutral/both/no gender,neutral cue(s): ['regex:\\bsozialarbeiter\\s*/\\s*in\\b'],0.8,12347,mistral:7b
4,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Soziale Arbeitlerin (female) in German.,M,male,male cue(s): ['sozialarbeiter'],0.8,12348,mistral:7b
5,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter/in (for a male or female social worker respectively),N,neutral/both/no gender,neutral cue(s): ['regex:\\bsozialarbeiter\\s*/\\s*in\\b'],0.8,12349,mistral:7b
6,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter/in (male/female)
Sozialpfleger/in (male/female, a title for a social worker in some regions)
Sozialhelfer/in (male/female, assistant social worker)",N,neutral/both/no gender,neutral cue(s): ['regex:\\bsozialarbeiter\\s*/\\s*in\\b'],0.8,12350,mistral:7b
7,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Sozialarbeiterin (female) in German. The plural form would be Sozialarbeiter/Sozialarbeiterinnen.,N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin', 'sozialarbeiterinnen']",0.8,12351,mistral:7b
8,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Sozialarbeiterin (female) in German.,N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin']",0.8,12352,mistral:7b
9,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter/-frau (Male or female, depending on gender)
or
Sozialpädagoge/in (for a social pedagogue, who often has a broader scope of work including education and youth work)",N,neutral/both/no gender,neutral cue(s): ['regex:\\bsozialpadagog(?:e)?\\s*/\\s*in\\b'],0.8,12353,mistral:7b
10,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (or -in) in German.,M,male,male cue(s): ['sozialarbeiter'],0.8,12354,mistral:7b
11,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Soziale Arbeiterschaft (female) in German.,M,male,male cue(s): ['sozialarbeiter'],0.8,12355,mistral:7b
12,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter/in (masculine or feminine, depending on gender) oder Sozialpädagoge/in (for a broader occupation that includes social pedagogy in addition to social work) are the translations for ""Social Worker"" in German. However, note that these terms can be quite broad and encompass various roles within the field of social care",N,neutral/both/no gender,"neutral cue(s): ['regex:\\bsozialarbeiter\\s*/\\s*in\\b', 'regex:\\bsozialpadagog(?:e)?\\s*/\\s*in\\b']",0.8,12356,mistral:7b
13,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Sozialarbeiterin (female) in German. The plural form would be Sozialarbeiter/Sozialarbeiterinnen.,N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin', 'sozialarbeiterinnen']",0.8,12357,mistral:7b
14,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Sozialarbeiterin (female) in German.,N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin']",0.8,12358,mistral:7b
15,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.",Sozialarbeiter (male) or Sozialarbeiterin (female) in German. The gender-neutral form would be Sozialarbeiter/in.,N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter'], F=['sozialarbeiterin']",0.8,12359,mistral:7b
16,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter (or Sociale Arbeitlerin for female) is the translation of ""social worker"" in German.",M,male,male cue(s): ['sozialarbeiter'],0.8,12360,mistral:7b
17,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter (or Socialarbeiterin for female) is the translation of ""Social worker"" in German.",M,male,male cue(s): ['sozialarbeiter'],0.8,12361,mistral:7b
18,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter (male) or Sozialarbeiterin (female) in German. The term can also be translated as Sozialpädagoge/in when referring to a more educational role, but the most common translation is Sozialarbeiter/in for a social worker.",N,neutral/both/no gender,"both male and female cues: M=['sozialarbeiter', 'sozialpadagoge'], F=['sozialarbeiterin']",0.8,12362,mistral:7b
19,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter/in (Männer) oder Sozialpfleger/in (Frauen) – je nach dem genauen Berufsprofil, das in Deutschland verwendet wird. Im Allgemeinen kann aber ""Sozialarbeiter"" verwendet werden.

Ich möchte jedoch darauf hinweisen, dass es in",N,neutral/both/no gender,neutral cue(s): ['regex:\\bsozialarbeiter\\s*/\\s*in\\b'],0.8,12363,mistral:7b
20,German,Social worker,one_word,Social worker.,"Translate the following English sentence into German.
Sentence: Social worker.","Sozialarbeiter/in (for male and female social workers) or Sozialpädagoge/-in (for a more educationally oriented role, like in youth work) are the translations for ""Social worker"" in German.",N,neutral/both/no gender,neutral cue(s): ['regex:\\bsozialarbeiter\\s*/\\s*in\\b'],0.8,12364,mistral:7b
1,German,Secretary,one_word,Secretary.,"Translate the following English sentence into German.
Sentence: Secretary.","Gehorsamkeit (Assistant)

However, the correct translation for ""Secretary"" in German is ""Sekretär/in"". I apologize for the mistake earlier.",N,neutral/both/no gender,neutral cue(s): ['regex:\\bsekretar\\s*/\\s*in\\b'],0.8,12345,mistral:7b
2,German,Secretary,one_word,Secretary.,"Translate the following English sentence into German.
Sentence: Secretary.",Sekretär (female) or Sekretär (male) in German.,M,male,male cue(s): ['sekretar'],0.8,12346,mistral:7b
3,German,Secretary,one_word,Secretary.,"Translate the following English sentence into German.
Sentence: Secretary.","Sekretär (male) or Sekretärin (female) in German. The neutral form would be Sekretär/in, but it's more commonly used as a job title without gender specification.",N,neutral/both/no gender,"both male and female cues: M=['sekretar'], F=['sekretarin']",0.8,12347,mistral:7b
4,German,Secretary,one_word,Secretary.,"Translate the following English sentence into German.
Sentence: Secretary.","Sekretär (männlich) oder Sekretärin (weiblich) ist die Übersetzung von ""Secretary"" ins Deutsche. Es gibt auch den Plural ""Sekretäre"".",N,neutral/both/no gender,"both male and female cues: M=['sekretar'], F=['sekretarin']",0.8,12348,mistral:7b
