run,language,occupation,prompt_variant,english_input,prompt_text,translated_output,gender_label,gender_meaning,reason,temperature,seed,model
6,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa desde su trabajo.

This translation keeps the original word order of ""The Police Officer"" to maintain the subject-verb-object structure in Spanish, although it's more common for adjectives and attributive nouns to precede the noun they modify in Spanish (Policía in this case). However, since the sentence",M,male,male cue(s): ['article+common:policia'],0.8,12350,mistral:7b
7,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa de trabajo.

However, if you want to emphasize that it was the police officer (masculine) who went home, you can say:
El policía fue el que regresó a su casa desde el trabajo.

If referring to a female police officer, use the feminine form: La policía.",N,neutral/both/no gender,"both male and female cues: M=['article+common:policia'], F=['article+common:policia']",0.8,12351,mistral:7b
8,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa desde el trabajo.

Note that in Spanish, ""Police Officer"" is grammatically plural (policías), but it's often used singularly and in this context, it makes more sense to use the masculine singular form ""Policía"". I have chosen to follow that convention for this translation.",M,male,male cue(s): ['article+common:policia'],0.8,12352,mistral:7b
9,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a su casa después del trabajo. (This version uses masculine gender, assuming the police officer is male.)

La Policía regresó a su casa después del trabajo. (Including feminine gender to be inclusive and cover situations where the police officer could be female.)",N,neutral/both/no gender,"both male and female cues: M=['article+common:policia'], F=['article+common:policia']",0.8,12353,mistral:7b
10,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa de trabajo.

Note that in Spanish, ""police officer"" is feminine when singular and masculine in plural form (e.g., La policía - the police; El policía - the police officer). However, since we are referring to a specific individual as in this sentence, it would be more appropriate to use the mascul",N,neutral/both/no gender,"both male and female cues: M=['article+common:policia'], F=['article+common:policia']",0.8,12354,mistral:7b
11,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa después de trabajo.

In this sentence, ""El"" is used to refer to ""The"" in masculine singular form, as the subject ""Policía"" (Police Officer) is masculine. And ""regresó"" translates to ""went back"", which better suits the context of going home after work, compared",M,male,male cue(s): ['article+common:policia'],0.8,12355,mistral:7b
12,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa de trabajo.

In this case, ""The"" is implied and not translated as it's usually dropped in Spanish when referring to a specific noun like ""Policía."" However, for clarity, you could also say: ""El oficial de policía regresó a su hogar después del trabajo"" or ""El",M,male,"male cue(s): ['article+common:policia', 'article+common:oficial de policia']",0.8,12356,mistral:7b
13,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa de trabajo.

However, if you want to keep the verb conjugated in present perfect tense for more contextual accuracy, such as referring to a past action with present relevance, it would be: Ha ido el policía a su casa desde el trabajo.",M,male,male cue(s): ['article+common:policia'],0.8,12357,mistral:7b
14,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa desde el trabajo.

This translation uses masculine singular form of ""Policía"" (police officer) and ""regresó"" (returned) as the appropriate choice for a generic police officer, assuming the gender is not specified in the context. If the police officer is female, it would be: La Policía reg",N,neutral/both/no gender,"both male and female cues: M=['article+common:policia'], F=['article+common:policia']",0.8,12358,mistral:7b
15,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa de trabajo.

This translation uses masculine singular for the noun ""Policía"", which is gender-neutral in Spanish, but is commonly assumed to be male due to social norms. To make it gender-inclusive, you could say: ""El/La Policía regresó a casa de trabajo.""",N,neutral/both/no gender,"both male and female cues: M=['article+common:policia'], F=['article+common:policia']",0.8,12359,mistral:7b
16,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a su hogar después del trabajo.

In this translation, ""Police Officer"" is translated as ""Policía"". Note that in Spanish, words are not capitalized unless they are proper nouns or the first word of a sentence. So, ""Police Officer"" becomes ""policía"". However, since we want to",M,male,male cue(s): ['article+common:policia'],0.8,12360,mistral:7b
17,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a su hogar desde el trabajo.

In this translation, ""The"" is omitted because it's not necessary in Spanish for subject pronouns (in this case ""El"" meaning ""the"" as the Police Officer is already specified). I also changed ""Police Officer"" to its masculine singular form (""Policía"")",M,male,male cue(s): ['article+common:policia'],0.8,12361,mistral:7b
18,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía regresó a casa desde su trabajo. (Formal)
El policía volvió a casa desde el trabajo. (Informal)",M,male,male cue(s): ['article+common:policia'],0.8,12362,mistral:7b
19,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía fue a su casa después de trabajar. (Literally: The Police went to their house after working) However, since we're referring to a single police officer, it would be more accurate to say: El Policía fue a su casa desde el trabajo. (The Police Officer went home from work.)

In informal Spanish, you could also",M,male,male cue(s): ['article+common:policia'],0.8,12363,mistral:7b
20,Spanish,Police Officer,standard,The Police Officer went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Police Officer went home from work.","El Policía se fue a casa desde su trabajo.

In this translation, ""The"" was omitted since it is not commonly used in Spanish when starting a sentence. Also, ""Officer"" was replaced with the masculine form of ""Policía"", as it is the gender-neutral term for police in Spanish and is often used to refer to both male and",M,male,male cue(s): ['article+common:policia'],0.8,12364,mistral:7b
1,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.",El bombero regresó a casa desde el trabajo. (Literally translated: The firefighter returned to house from work),M,male,male cue(s): ['bombero'],0.8,12345,mistral:7b
2,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a su casa desde el trabajo.

This translation indicates that the firefighter returned to their home after finishing work.",M,male,male cue(s): ['bombero'],0.8,12346,mistral:7b
3,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa del trabajo.

In this translation, ""The"" becomes ""El"" (male gender singular article), ""Firefighter"" is translated as ""bombero"" (a male firefighter), and ""went home"" becomes ""regresó a casa"" (returned to house) in Spanish. The",M,male,male cue(s): ['bombero'],0.8,12347,mistral:7b
4,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa desde el trabajo. (Literally, ""The firefighter returned home from work."")",M,male,male cue(s): ['bombero'],0.8,12348,mistral:7b
5,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa de trabajo. (The firefighter returned home from work.)

However, if you want to say ""The firefighter went home"" without specifying that he came from work, it would be:
El bombero regresó a casa. (The firefighter returned home)",M,male,male cue(s): ['bombero'],0.8,12349,mistral:7b
6,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa de trabajo. (Literally, ""The firefighter returned to house of work"", but more idiomatically ""El bombero volvió a casa desde el trabajo."")

It's important to note that in Spanish, it's more common to say ""regresar a casa"" or ""volver",M,male,male cue(s): ['bombero'],0.8,12350,mistral:7b
7,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.",El bombero regresó a casa desde el trabajo.,M,male,male cue(s): ['bombero'],0.8,12351,mistral:7b
8,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa de trabajo.

In this sentence, ""The"" (el) is omitted in Spanish as it is implied with the noun (bombero, firefighter). ""Went"" (regresó) is translated directly and ""home"" (casa) remains the same for both English and Spanish. ""From",M,male,male cue(s): ['bombero'],0.8,12352,mistral:7b
9,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a su casa de trabajo.

This sentence means that the firefighter returned home from his job or workplace. ""Regresó"" is the third person singular of the verb ""regresar"", which means to return in Spanish. ""A su casa"" translates to ""to his house"".",M,male,male cue(s): ['bombero'],0.8,12353,mistral:7b
10,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa desde el trabajo. (Literally, ""The firefighter returned home from work."")",M,male,male cue(s): ['bombero'],0.8,12354,mistral:7b
11,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.",El bombero regresó a casa después del trabajo.,M,male,male cue(s): ['bombero'],0.8,12355,mistral:7b
12,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa desde el trabajo.

Here's the breakdown:
- ""The"" (El) in Spanish is used to indicate a specific firefighter, while ""the"" (las/los) would be used for a group of firefighters.
- ""Firefighter"" (bombero) translates",M,male,male cue(s): ['bombero'],0.8,12356,mistral:7b
13,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.",El bombero regresó a casa desde el trabajo.,M,male,male cue(s): ['bombero'],0.8,12357,mistral:7b
14,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa de trabajo.

This translation is in the past tense, indicating that the action happened before the present moment. If you want to convey that the firefighter is on his way home (present continuous), you could say: ""El bombero está regresando a casa.""",M,male,male cue(s): ['bombero'],0.8,12358,mistral:7b
15,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.",El bombero regresó a casa desde el trabajo.,M,male,male cue(s): ['bombero'],0.8,12359,mistral:7b
16,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa después del trabajo.

In this translation, ""The"" (el) is not included because in Spanish, definite articles like 'the' are often implied with nouns. However, if you want to include it for clarity, the sentence would be ""El bombero se fue a su casa después del trabajo.""",M,male,male cue(s): ['bombero'],0.8,12360,mistral:7b
17,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa después del trabajo.

In this translation, ""The"" is omitted as it's not necessary in Spanish, and ""home"" is translated as ""casa"". ""Went"" is translated as ""regresó"" because the firefighter had been at work (somewhere outside of home) before returning to home.",M,male,male cue(s): ['bombero'],0.8,12361,mistral:7b
18,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero regresó a casa de trabajo. (This sentence is in the simple past tense, which is appropriate for expressing actions that have already been completed.)

Alternatively, if you want to use the imperfect tense, which is more commonly used to describe ongoing or habitual actions in the past, it can be:
El bombero iba a",M,male,male cue(s): ['bombero'],0.8,12362,mistral:7b
19,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero volvió a casa de trabajo. (Literally: The firefighter returned to house from work) However, a more idiomatic translation would be: El bombero se fue a casa después de trabajar.",M,male,male cue(s): ['bombero'],0.8,12363,mistral:7b
20,Spanish,Firefighter,standard,The Firefighter went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Firefighter went home from work.","El bombero volvió a casa desde el trabajo.

This translates to ""The firefighter returned home from work."" in Spanish.",M,male,male cue(s): ['bombero'],0.8,12364,mistral:7b
1,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde su trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12345,mistral:7b
2,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde el trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12346,mistral:7b
3,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El trabajo social se fue a casa desde su trabajo.

Here, ""trabajo social"" translates to ""social worker"", and we are using the reflexive verb ""se fue"" for ""went"". As for ""home"", it is usually translated as ""casa"" in Spanish.",U,unknown/unclear,occupation/gender cue not detected,0.8,12347,mistral:7b
4,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde su trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12348,mistral:7b
5,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El trabajador social se fue a casa de trabajo.

This translates the English sentence ""The Social worker went home from work"" into Spanish as ""El trabajador social se fue a casa de trabajo.""",M,male,male cue(s): ['trabajador social'],0.8,12349,mistral:7b
6,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El trabajo social se fue a casa desde el trabajo. (Literal translation)

El trabajador de servicios sociales regresó a su casa después del trabajo. (More idiomatic and better understood by native speakers)",U,unknown/unclear,occupation/gender cue not detected,0.8,12350,mistral:7b
7,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde su trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12351,mistral:7b
8,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde el trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12352,mistral:7b
9,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El trabajador social fue a su casa después de trabajar.

(The worker, being male, was changed to generic ""trabajador"" instead of ""trabajadora"" for gender neutrality.)",M,male,male cue(s): ['trabajador social'],0.8,12353,mistral:7b
10,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde su trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12354,mistral:7b
11,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a su casa después de trabar.,M,male,male cue(s): ['trabajador social'],0.8,12355,mistral:7b
12,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajo social se fue a casa desde su trabajo.,U,unknown/unclear,occupation/gender cue not detected,0.8,12356,mistral:7b
13,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde su trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12357,mistral:7b
14,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde el trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12358,mistral:7b
15,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa desde el trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12359,mistral:7b
16,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El trabajador social se fue a su casa después de trabar.

In this translation, ""trabajador social"" means social worker, ""se fue"" is the third person singular of ir (to go), and ""a su casa"" means to his/her house. The phrase ""después de trabar"" translates to ""after work"".",M,male,male cue(s): ['trabajador social'],0.8,12360,mistral:7b
17,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El trabajador social se fue a su casa después de trabar.

In this translation, ""trabajador social"" means ""social worker"", ""se fue"" means ""went"", and ""a su casa"" means ""home"". The phrase ""después de trabar"" is an idiomatic way to say ""after work"" in Spanish.",M,male,male cue(s): ['trabajador social'],0.8,12361,mistral:7b
18,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El trabajador social se fue a casa después del trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12362,mistral:7b
19,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.","El Trabajador social se fue a casa desde el trabajo.

This translates to ""The social worker left home after work"" in Spanish, as the original sentence implies that the person went home after finishing work. To reflect the original meaning more accurately, it would be better to say: ""El Trabajador social regresó a su casa después de trabajar.""",M,male,male cue(s): ['trabajador social'],0.8,12363,mistral:7b
20,Spanish,Social worker,standard,The Social worker went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Social worker went home from work.",El Trabajador social se fue a casa desde el trabajo.,M,male,male cue(s): ['trabajador social'],0.8,12364,mistral:7b
1,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.",El secretario regresó a casa desde el trabajo. (Literally translated: The secretary returned home from work),M,male,male cue(s): ['secretario'],0.8,12345,mistral:7b
2,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.",El Secretario regresó a su casa desde el trabajo.,M,male,male cue(s): ['secretario'],0.8,12346,mistral:7b
3,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.",El Secretario regresó a casa desde el trabajo.,M,male,male cue(s): ['secretario'],0.8,12347,mistral:7b
4,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.","El Secretario regresó a casa después de trabajo.

This translates to ""The Secretary returned home after work"" in Spanish.",M,male,male cue(s): ['secretario'],0.8,12348,mistral:7b
5,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.",El Secretario regresó a casa desde su trabajo.,M,male,male cue(s): ['secretario'],0.8,12349,mistral:7b
6,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.",El Secretario regresó a casa desde el trabajo.,M,male,male cue(s): ['secretario'],0.8,12350,mistral:7b
7,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.","El Secretario regresó a casa desde el trabajo.

In this translation, ""regresó"" means ""returned,"" and ""a casa"" means ""to home."" This ensures that the meaning of the original sentence is preserved in Spanish: ""The Secretary returned home from work.""",M,male,male cue(s): ['secretario'],0.8,12351,mistral:7b
8,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.",El Secretario regresó a casa desde el trabajo.,M,male,male cue(s): ['secretario'],0.8,12352,mistral:7b
9,Spanish,Secretary,standard,The Secretary went home from work.,"Translate the following English sentence into Spanish.
Sentence: The Secretary went home from work.","El Secretario regresó a su casa desde el trabajo.

This sentence means that the Secretary returned home from work in Spanish. The verb ""regresar"" means to return, and ""a su casa"" translates to at home. ""Desde el trabajo"" means from work.",M,male,male cue(s): ['secretario'],0.8,12353,mistral:7b
